url,thread_id,title,thread_category,answer_by_doctor,title_category
https://www.agnoshealth.com/forums/265,265,โรคนี้มันเป็นยงไงหรอคะ แล้วมันเกี่ยวกับการที่เจ็บคอเวลากลืนน้ำลายยังไงหรอคะ แถมมีตุ่มๆขึ้นในคอเป็นเลยค่ะ ลงจับแล้วก็ไม่เจ็บ ช่วงนี้จามบ่อยมากเลย จะเกี่ยวกับภูทิแพ้ไหมค,เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified),อาการเจ็บคอ กลืนเจ็บ จามบ่อย มีตุ่มขึ้นในคอ น่าจะเกิดจากไข้หวัดมากที่สุดครับ หมอแนะนำให้ทานยาแก้อักเสบ เช่น ibuprofen ร่วมกับยาแก้แพ้ลดนน้ำมูก เช่น cetirizine หรือ nasotap และดื่มน้ำเยอะๆ อาการจะค่อยๆดีขึ้นใน 2-3 วันครับ ส่วนที่วิเคราะห์ได้เป็นความเสี่ยงต่อโรคทางอารมณ์ เนื่องจากคนไข้ตอบคำถามว่ามีอาการเบื่อ เศร้า ท้อแท้บ่อยๆ ได้ยินเสียงคนพูดและรู้สึกไร้ค่า ซึ่งเป็นอาการที่เป็นสัญญานเสี่ยงของภาวะซึมเศร้าครับ หมอแนะนำให้ลองไปปรึกษาจิดแพทย์ หรือนักจิตวิทยาบำบัดเพิ่มเติม เพื่อพูดคุยและให้การรักษาที่เหมาะสมต่อไปครับ,โรคนี้มันเป็นยงไงหรอคะ แล้วมันเกี่ยวกับการที่เจ็บคอเวลากลืนน้ำลายยังไงหรอคะ แถมมีตุ่มๆขึ้นในคอเป็นเลยค่ะ ลงจับแล้วก็ไม่เจ็บ ช่วงนี้จามบ่อยมากเลย จะเกี่ยวกับภูทิแพ้ไหมค เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified)
https://www.agnoshealth.com/forums/266,266,ตอนนี้เป็นริดสีดวงระยะที่ 3 ค่ะ มีเลือดออก แล้วรู้สึกเวียนหัวหน้ามืด อยากเอาออกมากๆค่ะ ควรผ่าตัดใช่มั้ยคะ,ริดสีดวงทวาร (Hemorrhoids),ริดสีดวงทวาร โดยทั่วไปจะทำการผ่าตัดเมื่อทำการรักษาด้วยยาแล้วไม่ได้ผล ก้อนโตใหญ่มาก ก้อนโผล่ออกมาจากทวารแล้วดันกลับไม่ได้ หรือมีภาวะแทรกซ้อนจากริดสีดวงคือก้อนมีเลือดคั่งจนปวดบวมอักเสบ หรือก้อนแตกออกทำให้มีเลือดออกปริมาณมาก ไม่ยอมหยุดเอง อย่างไรก็ตาม หากคนไข้มีอาการริดสีดวงแตกบ่อยๆทำให้เสียเลือดและมีอาการหน้ามืดบ่อยได้ ควรไปตรวจเลือดเพิ่มเติมว่ามีความซีดลงผิดปกติหรือไม่ และอาจปรึกษาแพทย์ศัลยกรรมเพิ่มเติม เพื่อขอคำแนะนำและแจ้งความประสงค์ในการผ่าตัดต่อไปครับ,ตอนนี้เป็นริดสีดวงระยะที่ 3 ค่ะ มีเลือดออก แล้วรู้สึกเวียนหัวหน้ามืด อยากเอาออกมากๆค่ะ ควรผ่าตัดใช่มั้ยคะ ริดสีดวงทวาร (Hemorrhoids)
https://www.agnoshealth.com/forums/267,267,ทำแบบทดสอบแล้วมีกราฟขึ้นว่า เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะ แทรกซ้อน (Mood disorder with psychotic feature unspecified) 67% ควรพบแพทย์โดยด่วน เสี่ยงต่อโรคอารมณ์สองขั้ว (Bipolar disorder) ควรพบแพทย์โดยด่วน 21% เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder) ควรพบแพทย์โดยด่วน 7% อยากจะไปพบหมอในวันพรุ่งนี้ที่โรงพยาบาล เกษมราษฎร์บางแค น่ะค่ะต้องเสียค่าใช้จ่ายอย่างไรบ้างคะแล้วต้องติดต่อที่ไหนหรอคะถึงจะได้พบหมอ,เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder),"สวัสดีครับ อาการของคนไข้มีโอกาสเสี่ยงต่อการเป็นภาวะซึมเซร้า หมอแนะนำให้ปรึกษาจิตแพทย์เพิ่มเติม เพื่อให้คำแนะนำและการรักษาที่เหมาะสมต่อไป โดยปกติคนไข้ทุกคนจะมีสิทธิการรักษา30บาทอยู่แล้ว ซึ่งสามารถเข้ารับการรักษาต่อเนื่องที่ รพ.เหล่านั้นได้ฟรี สามารถเช็คสิทธิการรักษาได้ที่ลิ้งค์นี้ https://eservices.nhso.go.th/eServices/mobile/login.xhtml แต่หากคนไข้อยากจะไปรักษา รพ.อื่นๆที่ไม่ได้ตรงกับสิทธิ จะต้องเสียค่าใช้จ่ายเอง โดยค่ารักษาจะเิร่มตั้งแต่ 500 - 3,000 บาท ไม่รวมค่ายา แล้วแต่สถานพยาบาลครับ",ทำแบบทดสอบแล้วมีกราฟขึ้นว่า เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะ แทรกซ้อน (Mood disorder with psychotic feature unspecified) 67% ควรพบแพทย์โดยด่วน เสี่ยงต่อโรคอารมณ์สองขั้ว (Bipolar disorder) ควรพบแพทย์โดยด่วน 21% เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder) ควรพบแพทย์โดยด่วน 7% อยากจะไปพบหมอในวันพรุ่งนี้ที่โรงพยาบาล เกษมราษฎร์บางแค น่ะค่ะต้องเสียค่าใช้จ่ายอย่างไรบ้างคะแล้วต้องติดต่อที่ไหนหรอคะถึงจะได้พบหมอ เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder)
https://www.agnoshealth.com/forums/268,268,ประมาณหนึ่งเดือนที่แล้วหลังจากตากฝนและเป็นช่วงสูบบุหรี่ไฟฟ้าบ่อยครั้งในช่วงก่อนเริ่มป่วย โดยมีอาการไข้ ไอหนัก สองวันผ่านไปอาการไข้ไม่มี แต่ยังคงไอหนักโดยเฉพาะตอนกลางคืน ไปพบแพทย์ทำการ X-ray ปอดพบว่าปอดปกติ แพทย์จ่ายยาแก้ไอ ขยายหลอดลม แก้แพ้ ทานยาประมาณ 1 อาทิตย์อาการไอหายแทบจะเป็นปกติ แต่ที่ผ่านมายังคงมีอาการไอเมื่อเจอดื่มน้ำเย็นและเจออากาศหนาวแม้ผ่านช่วงที่เริ่มเป็นไข้+ไอหนักมา 3 อาทิตย์แล้ว(ในช่วงที่ผ่านมาส่วนมากทานน้ำอุณหภูมิปกติ แต่จะไอทุกครั้งเมื่อกลับไปทานน้ำเย็น),หลอดลมอักเสบ (Acute Bronchitis),อาการของคนไข้เข้าได้กับภาวะหลอดลมอักเสบครับ โดยสาเหตุมักเกิดตามหลังการติดเชื้อไวรัสหรือเชื้อหวัด ทำให้เกิดการอักเสบและระคายเคืองของหลอดลมได้ง่าย ภาวะนี้สามารถหายได้เอง การรักษาหลักจะเป็นการทานยาแก้ไอ เช่น Dextromethorphan หรือ M.tussis ร่วมกับยาแก้แพ้ เช่น Cetirizine และหลีกเลี่ยงปัจจัยที่จะกระตุ้นการอักเสบของหลอดลมเพิ่มเติม เช่น การสูบบุหรี่ บุหรี่ไฟฟ้า หรือการสูดดมฝุ่นควัน,ประมาณหนึ่งเดือนที่แล้วหลังจากตากฝนและเป็นช่วงสูบบุหรี่ไฟฟ้าบ่อยครั้งในช่วงก่อนเริ่มป่วย โดยมีอาการไข้ ไอหนัก สองวันผ่านไปอาการไข้ไม่มี แต่ยังคงไอหนักโดยเฉพาะตอนกลางคืน ไปพบแพทย์ทำการ X-ray ปอดพบว่าปอดปกติ แพทย์จ่ายยาแก้ไอ ขยายหลอดลม แก้แพ้ ทานยาประมาณ 1 อาทิตย์อาการไอหายแทบจะเป็นปกติ แต่ที่ผ่านมายังคงมีอาการไอเมื่อเจอดื่มน้ำเย็นและเจออากาศหนาวแม้ผ่านช่วงที่เริ่มเป็นไข้+ไอหนักมา 3 อาทิตย์แล้ว(ในช่วงที่ผ่านมาส่วนมากทานน้ำอุณหภูมิปกติ แต่จะไอทุกครั้งเมื่อกลับไปทานน้ำเย็น) หลอดลมอักเสบ (Acute Bronchitis)
https://www.agnoshealth.com/forums/269,269,มีก้อนที่รักเเร้สัเกตุได้เเต่คลำไ่ม่พบก้อนคะ กินยาฆ่าเชื้อไ่ม่หายสักทีคะ,เต้านมอักเสบ (Mastitis),ก้อนที่รักแร้มีสาเหตุได้จากหลายอย่าง ทั้งต่อมน้ำเหลืองอักเสบ ต่อมเหงื่ออักเสบ หรือเนื้องอกไขมันก็ได้ ซึ่งหากก้อนเกิดจากการอักเสบ มักจะมีบวมแดงร้อน คลำได้ก้อน และก้อนเจ็บ รักษาด้วยยาฆ่าเชื้อจะดีขึ้น ในกรณีที่ก้อนรักแร้เป็นก้อนนิ่มๆ ไม่แข็ง ไม่เจ็บ มักจะมีสาเหตุจากก้อนเนื้องอกไขมัน การรักษาจะเป็นการผ่าเอาก้อนออกครับ หมอแนะนำให้ไปปรึกษาหมอศัลบกรรมเพื่อตรวจและวางแผนการรักษาต่อไปครับ,มีก้อนที่รักเเร้สัเกตุได้เเต่คลำไ่ม่พบก้อนคะ กินยาฆ่าเชื้อไ่ม่หายสักทีคะ เต้านมอักเสบ (Mastitis)
https://www.agnoshealth.com/forums/270,270,ผมปวดบริเวณกระดูกสันหลังมา 3 ปีแล้ว หาสาเหตุไม่ได้ ผมควรทำยังไงต่อดี,เนื้องอกกระดูกสันหลัง (Tumor of spine),อาการปวดหลังในคนอายุน้อย ส่วนใหญ่เกิดจากกล้ามเนื้ออักเสบครับ แต่ในกรณีคนไข้ มีอาการเบื่ออาหาร เหงื่อออกกลางคืน มีขาอ่อนแรง และปวดช่วงกลางคืนด้วย เป็นสัญญานอันตรายมีบ่งบอกว่าอาจมีความผิดปกติของกระดูกสันหลัง เช่น วัณโรคกระดูก หรือเนื้องอกกระดูกสันหลัง หมอแนะนำให้ไปปรึกษาแพทย์ศัลยกรรมกระดูกเพิ่มเติม เพื่อทำการตรวจร่างกายและเอกซเรย์กระดูกสันหลังต่อไปครับ,ผมปวดบริเวณกระดูกสันหลังมา 3 ปีแล้ว หาสาเหตุไม่ได้ ผมควรทำยังไงต่อดี เนื้องอกกระดูกสันหลัง (Tumor of spine)
https://www.agnoshealth.com/forums/271,271,คิดมาก เครียด คิดฆ่าตัวเองบ่อยครั้ง โดนคนรอบข้างพูดจาเเรงๆใส่อยู่บ่อยครั้ง เเต่เขาคิดว่าเราเรียกร้องความสนใจ นั่งเรียนก็มีอาการกังวลขึ้นมา เเบบนี้ใช่ซึมเศร้ามั้ยคะ,เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder),สวัสดีครับ การที่มีความคิดอยากฆ่าตัวตายบ่อยๆ ร่วมกับการมีอาการต่างๆตามที่ได้รับการคัดกรองมา เช่น มีอารมณ์เศร้าเบื่อมากกว่าปกติ นอนไม่หลับ รู้สึกว่าตัวเองไร้ค่าเป็นลักษณะอาการที่บ่งบอกว่ามีความเสี่ยงต่อการเป็นโรคซึมเศร้าครับ แต่การยืนยันการวินิจฉัยโรคซึมเศร้าจะต้องมีการตรวจประเมินโดยจิตแพทย์ก่อน เพื่อให้มีการแยกจากโรคอื่นๆที่อาจมีความใกล้เคียงกัน เช่น การปรับตัวกับความเครียดไม่ได้ โรคไบโพลาร์ ในกรณีนี้หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลก่อน เพื่อที่จะได้มีการประเมินอาการเพื่อยืนยันสาเหตุและให้การรักษาที่เหมาะสมครับ ทั้งนี้ความเศร้าหรือความคิดอยากฆ่าตัวตายจากโรคซึมเศร้าไม่ใช่การเรียกร้องความสนใจ แต่เป็นอาการที่เกิดจากโรคที่เกิดจากการทำงานของสารเคมีในสมองที่ผิดปกติที่จะดีขึ้นได้ถ้าหากได้รับการรักษาครับ,คิดมาก เครียด คิดฆ่าตัวเองบ่อยครั้ง โดนคนรอบข้างพูดจาเเรงๆใส่อยู่บ่อยครั้ง เเต่เขาคิดว่าเราเรียกร้องความสนใจ นั่งเรียนก็มีอาการกังวลขึ้นมา เเบบนี้ใช่ซึมเศร้ามั้ยคะ เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder)
https://www.agnoshealth.com/forums/272,272,จู่ๆก็เวียนศีรษะ และปวดศีรษะหลังด้านล่าง เป็นอะไรไหมคะ ปกติแฟนเป็นคนพักผ่อนน้อย นอนไม่ได้เต็มเวลา นอนดึกตอนเช้าทุกวันค่ะ,เวียนศีรษะ (Dizziness (unspecified)),อาการมึนเวียนศีรษะ ร่วมกับปวดท้ายทอยหรือต้นคอ มักมีสาเหตุจากกล้ามเนื้อต้นคออักเสบเรื้อรัง หรือ office syndrome ครับ การรักษาหลักจะเป็นการทานยาแก้อักเสบ เช่น ibuprofen ร่วมกับยาคลายกล้ามเนื้อ เช่น Tolperisone และทำการยืดกล้ามเนื้อต้นคอ นอนพักผ่อนให้เพียงพอ ดื่มน้ำมากๆ อาการจะค่อยๆดีขึ้นได้ครับ อย่างไรก็ตาม ควรสังเกตอาการตนเองเพิ่มเติม หากมีอาการบ้านหมุน เห็นภาพซ้อน เดินเซ หรือมีแขนขาอ่อนแรง พูดไม่ชัด อาการเหล่านี้เป็นสัญญานอันตรายว่าอาจมีความผิดปกติในสมองร่วมด้วย ควรรีบไปพบแพทย์เพื่อตรวจเพิ่มเติมโดยเร็วต่อไปครับ,จู่ๆก็เวียนศีรษะ และปวดศีรษะหลังด้านล่าง เป็นอะไรไหมคะ ปกติแฟนเป็นคนพักผ่อนน้อย นอนไม่ได้เต็มเวลา นอนดึกตอนเช้าทุกวันค่ะ เวียนศีรษะ (Dizziness (unspecified))
https://www.agnoshealth.com/forums/273,273,หนูมีอาการปวดจุกแน่นลิ้นปี่ พอกดแล้วเจ็บ. หายใจไม่ค่อยออก. แน่นท้อง. เป็นๆหายๆ. ทรมานมากค่ะเกี่ยวกับอะไรค่ะหมอ,กระเพาะอาหารอักเสบ (Dyspepsia),อาการปวดจุกแน่นลิ้นปี่เป็นๆหายๆของคนไข้ น่าจะเกิดจากโรคกระเพาะอาหารอักเสบมากที่สุดครับ การรักษาหลักจะเป็นการทานยาลดกรด เช่น omeprazole ร่วมกับการปรับการทานอาหารให้ตรงเวลา งดอาหารรสเปรี้ยวจัดเผ็ดจัด ลดอาหารประเภทชากาแฟ อาการจะค่อยๆดีขึ้นใน 1-2 สัปดาห์ครับ,หนูมีอาการปวดจุกแน่นลิ้นปี่ พอกดแล้วเจ็บ. หายใจไม่ค่อยออก. แน่นท้อง. เป็นๆหายๆ. ทรมานมากค่ะเกี่ยวกับอะไรค่ะหมอ กระเพาะอาหารอักเสบ (Dyspepsia)
https://www.agnoshealth.com/forums/274,274,ผมทำแบบสอบถามแล้วขึ้นวิตกกังวล ดูอาการแล้วตรง แต่ว่ามีอาการหัวใจเต้นแรง ตรวจคลื่นไฟฟ้าหัวใจปกติ แบบนี้จะเกิดจากอะไรหรอครับ ความผอมทำให้รู้สึกถึงหัวใจเต้นเกี่ยวไหมครับ แล้วตอนจะนอนจะหัวแล่นไปเรื่องการตายตัวเอง กลัวตายอย่างงี้อะครับ,เสี่ยงต่อโรควิตกกังวล (Anxiety disorder),สวัสดีครับ การผอมไม่ได้ทำให้รู้สึกว่าหัวใจเต้นแรงขึ้นครับ แต่ถ้าหากมีความกังวลจนทำให้ไปเพ่งจดจ่อกับการเต้นของหัวใจมากเกินไปก็จะทำให้รู้สึกว่าหัวใจเต้นแรงขึ้นได้ ดังนั้นถ้าหากเป็นโรควิตกกังวลตามที่ได้รับการคัดกรองมาก็อาจรู้สึกว่ามีหัวใจเต้นแรงจากสาเหตุนี้ครับ และเนื่องจากได้ตรวจคลื่นไฟฟ้าหัวใจมาแล้วผลเป็นปกติ โอกาสที่จะเป็นโรคที่เกี่ยวกับหัวใจจริงๆจึงมีน้อยมากครับ ในกรณีนี้หมอแนะนำให้ลองไปพบจิตแพทย์เพื่อตรวจประเมินอาการเพิ่มเติมดูอีกครั้ง และแนะนำให้หลีกเลี่ยงการไปจดต่อกับอาการเล็กๆน้อยไที่เกิดขึ้นในร่างกาย รวมถึงงดการหาข้อมูลเกี่ยวกับโรคต่างๆบ่อยๆ ก็จะช่วยลดความกังวลได้ในเบื้องต้นครับ,ผมทำแบบสอบถามแล้วขึ้นวิตกกังวล ดูอาการแล้วตรง แต่ว่ามีอาการหัวใจเต้นแรง ตรวจคลื่นไฟฟ้าหัวใจปกติ แบบนี้จะเกิดจากอะไรหรอครับ ความผอมทำให้รู้สึกถึงหัวใจเต้นเกี่ยวไหมครับ แล้วตอนจะนอนจะหัวแล่นไปเรื่องการตายตัวเอง กลัวตายอย่างงี้อะครับ เสี่ยงต่อโรควิตกกังวล (Anxiety disorder)
https://www.agnoshealth.com/forums/275,275,เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน 64% เสี่ยงต่ออารมณ์โรคสองขั้ว 18% เสี่ยงต่อโรคซึมเศร้า 12% คืออะไรคะ อยากไปพบจิตแพทย์แต่ก็กังวล กลัวว่าจะไม่กล้าพูด ไม่กล้าปรึกษาหมอ ทำไงดีคะ,เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified),สวัสดีครับ เนื่องจากแบบประเมินที่ได้ทำไปเป็นเพียงการคัดกรองในเบื้องต้นเท่านั้น ยังไม่ใช่การวินิจฉัยในทางการแพทย์ การไปพบจิตแพทย์ที่โรงพยาบาลเพื่อประเมินอาการให้แน่ชัดจึงยังมีความจำเป็นอยู่ครับ การประเมินอาการจากจิตแพทย์นั้นส่วนใหญ่จะเป็นการประเมินอาการจากการพูดคุยเพื่อให้เข้าใจรายละเอียดของอาการต่างๆมากขึ้นก่อนให้การวินิจฉัยครับ การไปพบแพทย์ครั้งแรกอาจมีความกังวล ความประหม่าอยู่บ้าง แต่ทางจิตแพทย์ก็จะมีวิธีการคุยที่ช่วยให้รู้สึกผ่อนคลายได้มากขึ้นจึงอาจไม่ต้องกังวลเรื่องนี้มากครับ แนะนำให้เป็นตัวของตัวเองได้เลยครับ,เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน 64% เสี่ยงต่ออารมณ์โรคสองขั้ว 18% เสี่ยงต่อโรคซึมเศร้า 12% คืออะไรคะ อยากไปพบจิตแพทย์แต่ก็กังวล กลัวว่าจะไม่กล้าพูด ไม่กล้าปรึกษาหมอ ทำไงดีคะ เสี่ยงต่อโรคทางอารมณ์ที่มีภาวะแทรกซ้อน (Mood disorder with psychotic feature unspecified)
https://www.agnoshealth.com/forums/276,276,อยากจะทราบว่าต้องกินยาอะไรเเล้ว55%นี้คือเป็นเเน่ๆเเล้วใช่ไหม,เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder),สวัสดีครับ ข้อมูลที่ได้รับจากการทำแบบคัดกรองนั้นเป็นเพียงการประเมินความเสี่ยงเบื้องต้นเท่านั้น ยังไม่ใช่การวินิจฉัยในทางการแพทย์ครับ การยืนยันการวินิจฉัยว่าเป็นโรคซึมเศร้าหรือไม่โดยมาตรฐานจะต้องประเมินโดยการพูดคุยกับจิตแพทย์เท่านั้นครับ จากข้อมูลที่ทำแบบคัดกรองที่พบว่ามีอารมณ์เศร้า เบื่อมากกว่าปกติ รู้สึกว่าตัวเองไร้ค่า และจากผลที่ออกมา หมอแนะนำว่าควรไปพบจิตแพทย์ที่โรงพยาบาลเพื่อประเมินอาการเพิ่มเติมเพื่อยืนยันการวินิจฉัยอีกครั้ง ถ้าหากเป็นโรคซึมเศร้าจริงก็จะได้มีการรักษาที่เหมาะสมต่อไปครับ,อยากจะทราบว่าต้องกินยาอะไรเเล้ว55%นี้คือเป็นเเน่ๆเเล้วใช่ไหม เสี่ยงต่อโรคซึมเศร้า (Major depressive disorder)
https://www.agnoshealth.com/forums/277,277,มีก้อนนูนๆวงกลมอยู่ตรงขมับ กดแล้วเจ็บเป็นมาเกือบปีแล้วครับไม่รู้สาเหตุ และมีเลือดออกตามไรฟันบ่อยครั้ง,มะเร็งต่อมน้ำเหลือง (Lymphoma),ก้อนที่บริเวณขมับอาจเกิดจากต่อมน้ำเหลืองที่โตขึ้น หรือก้อนของผิวหนังเฉยๆก็ได้ อย่างไรก็ตามหากอาการเลือดออกง่าย เลือดออกตามไรฟันเริ่มเกิดขึ้นพร้อมๆกับที่สังเกตว่ามีก้อน อาจมีความผิดปกติของเม็ดเลือดและเกร็ดเลือดร่วมด้วยได้ หมอแนะนำให้ไปตรวจเพิ่มเติมที่โรงพยาบาล อาจต้องมีการเจาะเลือดตรวจเพื่อหาสาเหตุเพิ่มเติมต่อไปครับ,มีก้อนนูนๆวงกลมอยู่ตรงขมับ กดแล้วเจ็บเป็นมาเกือบปีแล้วครับไม่รู้สาเหตุ และมีเลือดออกตามไรฟันบ่อยครั้ง มะเร็งต่อมน้ำเหลือง (Lymphoma)
https://www.agnoshealth.com/forums/278,278,ถ้าเป็นแบบอารมณ์ตอนกลางคืนคือดิ่งมากๆๆๆร้องให้ตลอดแต่พอตอนเช้าก็ปกติสามารถคุยกับคนอื่นได้เหมือนเดิมแต่พออยู่กับตัวเองทำไมถึงอารมณ์ถึงดิ่งทั้งๆที่จากแต่ก่อนดูซีรีย์ก็หายดูตลกก็หัวเราะหลังๆเศร้าตลอด ควรไปพบหมอไหมคะ เพราะแบบประเมินเสี่ยงเป็นอารมณ์สองขั้ว แล้วในการพบหมอจะไม่เจอแบบที่ทำให้เราดิ่งกว่าเดิมใช่ไหมคะหรือเราจะโทรหาสายด่วนกรมสุขภาพจิตก่อนเพื่อประเมินก่อนเราไปพบแพทย์คะ แต่ก็กังวลเพราะจะเป็นการไปพบหมอจิตเวชครั้งแรกค่ะ,เสี่ยงต่อโรคอารมณ์สองขั้ว (Bipolar disorder),สวัสดีครับ ในคนที่เป็นโรคอารมณ์สองขั้วหรือโรคซึมเศร้า อารมณ์มักจะเกิดการเปลี่ยนแปลงขึ้นมาเอง โดยไม่จำเป็นต้องมีสาเหตุกระตุ้นชัดเจน และมักจะควบคุมได้ยาก เนื่องจากสาเหตุของอารมณ์ที่เปลี่ยนไปเกิดจากการทำงานของสารเคมีในสมองที่ผิดปกติ ไม่ใช่ความเครียดตามปกติครับ ในเวลาที่อยู่กับตัวเองคนเดียวมักจะทำให้เราสามารถสัมผัสถึงอารมณ์ของตัวเองได้มากขึ้นจึงทำให้รู้สึกเศร้า ร้องไห้ง่ายมากขึ้นได้ครับ ในกรณีนี้หมอแนะนำว่าควรไปพบจิตแพทย์เพื่อตรวจประเมินอาการยืนยันสาเหตุอีกครั้งครับ เพื่อที่จะได้มีการรักษาที่เหมาะสม โดยปกติแล้วจิตแพทย์จะมีวิธีการคุยที่ไม่ทำให้ตัวคนไข้รู้สึกแย่ลงครับ หมอคิดว่าไม่ต้องกังวลในเรื่องนี้ และถ้าหากต้องการคำปรึกษาเพิ่มเติมก่อนไปพบจิตแพทย์ ก็สามารถติดต่อไปที่สายเ่วนสุขภาพจิตก่อนได้ครับ,ถ้าเป็นแบบอารมณ์ตอนกลางคืนคือดิ่งมากๆๆๆร้องให้ตลอดแต่พอตอนเช้าก็ปกติสามารถคุยกับคนอื่นได้เหมือนเดิมแต่พออยู่กับตัวเองทำไมถึงอารมณ์ถึงดิ่งทั้งๆที่จากแต่ก่อนดูซีรีย์ก็หายดูตลกก็หัวเราะหลังๆเศร้าตลอด ควรไปพบหมอไหมคะ เพราะแบบประเมินเสี่ยงเป็นอารมณ์สองขั้ว แล้วในการพบหมอจะไม่เจอแบบที่ทำให้เราดิ่งกว่าเดิมใช่ไหมคะหรือเราจะโทรหาสายด่วนกรมสุขภาพจิตก่อนเพื่อประเมินก่อนเราไปพบแพทย์คะ แต่ก็กังวลเพราะจะเป็นการไปพบหมอจิตเวชครั้งแรกค่ะ เสี่ยงต่อโรคอารมณ์สองขั้ว (Bipolar disorder)
https://www.agnoshealth.com/forums/279,279,คือไปหาหมอ3โรงพยาบาลแล้วค่ะ หมอที่ไปหาครั้งแรกหมอให้เจาะเลือดผลตรวจเลือดออกมาเป็นใส้ติ่งแล้วคุณหมอให้นอนโรงพยาบาลเพื่อรอส่งไปผ่าที่โรงพยาบาลนึ่งพอส่งตัวมาหมอโรงพยาบาลนี่ตรวจเป็นกล้ามเนื้ออับเสบให้ยากลับมานที่บ้านพอกลับมาบ้านกลับปวดแรงขึ้นกว่าเดืมวันต่อมาได้ไปอีกโรงพยาบาล เจาะเลือดผลเลือดออกมาเป็นแผลในลำใส้แล้วคุณหมอก็ให้ยากลับมากินที่บ้าน อาการตอนนี้ยังไม่หายดีเลย ปวดท้องทางขวาตลอดเวลา กินข้าวไม่ได้อาเจียนตลอด อาการแบบนี้เป็นโรคอะไรคะ,ไส้ติ่งอักเสบ (Appendicitis),อาการปวดท้องด้านขวาล่าง ร่วมกับมีไข้ อาเจียน ถ่ายเหลว ส่วนใหญ่เกิดจากไส้ติ่งอักเสบ หรือลำไส้อักเสบติดเชื้อครับ โดยปกติแพทย์จะทำการตรวจร่างกาย ร่วมกับตรวจเลือดและตรวจปัสสาวะ หากผลเข้าได้กับไส้ติ่งอักเสบก็จะทำการผ่าตัด แต่หากผลตรวจไม่ชัดเจน แพทย์อาจพิจารณาส่งตรวจเอกซเรย์คอมพิวเตอร์ของช่องท้อง (CT scan) เพื่อหาคำตอบที่แน่ชัดต่อไป แต่ในกรณีของคนไข้ หากได้รับการตรวจและได้ยามาทานแล้ว แต่อาการไม่ดีขึ้น หรืออาการแย่ลง หมอแนะนำให้กลับไปตรวจที่ รพ.เดิม (หรือตรวจที่รพ.อื่นแต่ต้องนำผลการตรวจเดิมที่เคยตรวจและยาที่ทานไปด้วย) เพื่อให้แพทย์ทำการตรวจเพิ่มเติมเพื่อหาสาเหตุและให้การรักษาที่ถูกต้องต่อไปครับ,คือไปหาหมอ3โรงพยาบาลแล้วค่ะ หมอที่ไปหาครั้งแรกหมอให้เจาะเลือดผลตรวจเลือดออกมาเป็นใส้ติ่งแล้วคุณหมอให้นอนโรงพยาบาลเพื่อรอส่งไปผ่าที่โรงพยาบาลนึ่งพอส่งตัวมาหมอโรงพยาบาลนี่ตรวจเป็นกล้ามเนื้ออับเสบให้ยากลับมานที่บ้านพอกลับมาบ้านกลับปวดแรงขึ้นกว่าเดืมวันต่อมาได้ไปอีกโรงพยาบาล เจาะเลือดผลเลือดออกมาเป็นแผลในลำใส้แล้วคุณหมอก็ให้ยากลับมากินที่บ้าน อาการตอนนี้ยังไม่หายดีเลย ปวดท้องทางขวาตลอดเวลา กินข้าวไม่ได้อาเจียนตลอด อาการแบบนี้เป็นโรคอะไรคะ ไส้ติ่งอักเสบ (Appendicitis)
